target_intended_observed,model_intended_observed,model,bootstrap,subset,f1_score,f1_score_anger,f1_score_disgust,f1_score_fear,f1_score_happy,f1_score_neutral,f1_score_sad,recall,recall_anger,recall_disgust,recall_fear,recall_happy,recall_neutral,recall_sad
observed,intended,svm,43,non-cauc,0.32012,0.63968,0.28777,0.27972,0.22556,0.27586,0.21212,0.34065,0.61240,0.31250,0.29851,0.28846,0.16364,0.36842
intended,intended,svm,43,male,0.41470,0.64962,0.37113,0.36593,0.31677,0.32653,0.45822,0.36778,0.59070,0.28571,0.34320,0.26425,0.28916,0.43367
intended,intended,svm,43,female,0.42392,0.62539,0.34211,0.34909,0.47734,0.31373,0.43590,0.36291,0.56425,0.29050,0.27429,0.40306,0.25000,0.39535
intended,intended,svm,43,cauc,0.43090,0.66811,0.36186,0.35025,0.42326,0.31383,0.46809,0.37577,0.59459,0.28794,0.31081,0.36842,0.25106,0.44177
intended,intended,svm,43,non-cauc,0.39860,0.58498,0.34409,0.37374,0.34978,0.33526,0.40376,0.34906,0.54815,0.28829,0.30328,0.27465,0.31868,0.36134
observed,intended,svm,44,male,0.31108,0.66667,0.28000,0.27755,0.23226,0.25316,0.15686,0.33628,0.65405,0.28000,0.34000,0.29508,0.14667,0.30189
observed,intended,svm,44,female,0.30511,0.61279,0.22115,0.25000,0.30986,0.21930,0.21757,0.32100,0.59091,0.25275,0.24390,0.47143,0.12626,0.24074
observed,intended,svm,44,cauc,0.31914,0.66364,0.23860,0.27729,0.28455,0.23855,0.21222,0.33798,0.64889,0.25954,0.30128,0.39326,0.13797,0.28696
observed,intended,svm,44,non-cauc,0.29110,0.60000,0.27746,0.23288,0.26230,0.23762,0.13636,0.30477,0.57895,0.28235,0.25373,0.38095,0.13699,0.19565
intended,intended,svm,44,male,0.42918,0.68280,0.37975,0.37309,0.31333,0.39597,0.43017,0.37228,0.65464,0.31414,0.33516,0.22816,0.32961,0.37198
intended,intended,svm,44,female,0.42245,0.63924,0.32168,0.36934,0.44444,0.30894,0.45104,0.36624,0.58382,0.27219,0.31176,0.41718,0.24359,0.36893
intended,intended,svm,44,cauc,0.42104,0.68132,0.30848,0.33803,0.37470,0.36512,0.45860,0.36518,0.64583,0.25532,0.29630,0.30315,0.29778,0.39273
intended,intended,svm,44,non-cauc,0.43931,0.62661,0.43192,0.44681,0.38974,0.33898,0.40179,0.37623,0.57480,0.36800,0.38532,0.33043,0.27273,0.32609
observed,intended,svm,45,male,0.29146,0.57419,0.22785,0.28926,0.21714,0.24590,0.19444,0.31225,0.56688,0.25000,0.31250,0.30645,0.14189,0.29577
observed,intended,svm,45,female,0.31004,0.58696,0.25000,0.21138,0.34146,0.21937,0.25108,0.31727,0.57857,0.25926,0.20635,0.43750,0.12602,0.29592
observed,intended,svm,45,cauc,0.30240,0.57368,0.23948,0.25075,0.29851,0.23540,0.21656,0.31836,0.55897,0.25517,0.25301,0.41667,0.13572,0.29060
observed,intended,svm,45,non-cauc,0.29980,0.59223,0.23684,0.24837,0.25000,0.23077,0.24060,0.31001,0.59804,0.25352,0.26389,0.30435,0.13256,0.30769
intended,intended,svm,45,male,0.40894,0.63501,0.31776,0.30211,0.33663,0.41638,0.44575,0.34881,0.58152,0.26562,0.24876,0.26842,0.34078,0.38776
intended,intended,svm,45,female,0.41012,0.60927,0.35032,0.28669,0.39865,0.37066,0.44516,0.34922,0.55422,0.27778,0.24277,0.34503,0.28571,0.38983
intended,intended,svm,45,cauc,0.40525,0.62350,0.33100,0.29371,0.37055,0.39474,0.41798,0.34544,0.56034,0.26792,0.24231,0.31325,0.31381,0.37500
intended,intended,svm,45,non-cauc,0.41977,0.62162,0.33981,0.29744,0.35955,0.39535,0.50485,0.35594,0.58475,0.28000,0.25439,0.28571,0.31481,0.41600
observed,intended,svm,46,male,0.27782,0.65060,0.18803,0.21961,0.16552,0.20789,0.23529,0.31217,0.60000,0.22680,0.24348,0.27907,0.11741,0.40625
observed,intended,svm,46,female,0.30653,0.59041,0.17391,0.21154,0.33803,0.28530,0.24000,0.30371,0.53333,0.16807,0.18487,0.50704,0.17254,0.25641
observed,intended,svm,46,cauc,0.29368,0.62371,0.16287,0.21711,0.29310,0.24308,0.22222,0.30618,0.57075,0.17241,0.22000,0.45333,0.14236,0.27820
observed,intended,svm,46,non-cauc,0.29890,0.62326,0.21656,0.21384,0.22222,0.24219,0.27536,0.31729,0.56780,0.23944,0.20238,0.35897,0.13933,0.39583
intended,intended,svm,46,male,0.39530,0.66864,0.36474,0.32143,0.30986,0.30935,0.39776,0.33809,0.60753,0.31250,0.27551,0.24176,0.23626,0.35500
intended,intended,svm,46,female,0.38499,0.63014,0.25083,0.25296,0.43506,0.38571,0.35526,0.33098,0.53801,0.19792,0.19512,0.40361,0.33540,0.31579
intended,intended,svm,46,cauc,0.39121,0.65693,0.31163,0.26702,0.36693,0.36170,0.38307,0.33341,0.57447,0.25000,0.22368,0.30870,0.29825,0.34538
intended,intended,svm,46,non-cauc,0.39354,0.63927,0.30693,0.33816,0.39024,0.31868,0.36792,0.33617,0.57377,0.26724,0.26515,0.33898,0.25217,0.31967
observed,intended,svm,47,male,0.29845,0.61224,0.26255,0.27778,0.20488,0.23409,0.19913,0.32814,0.57971,0.24460,0.28926,0.35000,0.13429,0.37097
observed,intended,svm,47,female,0.31860,0.67568,0.19231,0.23237,0.29524,0.23028,0.28571,0.32148,0.62500,0.18868,0.20588,0.43662,0.13594,0.33673
observed,intended,svm,47,cauc,0.30594,0.64091,0.24127,0.23739,0.24444,0.23968,0.23197,0.31483,0.59494,0.22619,0.22472,0.39286,0.13934,0.31092
observed,intended,svm,47,non-cauc,0.31485,0.63710,0.21053,0.29487,0.26207,0.21881,0.26573,0.35016,0.60769,0.20779,0.29114,0.40426,0.12667,0.46341
intended,intended,svm,47,male,0.41258,0.61929,0.32948,0.39763,0.34808,0.32990,0.45109,0.35868,0.58373,0.25221,0.32524,0.30412,0.26966,0.41709
intended,intended,svm,47,female,0.43125,0.67089,0.32143,0.33910,0.45016,0.35345,0.45246,0.36997,0.58889,0.25281,0.26630,0.40698,0.30370,0.40116
intended,intended,svm,47,cauc,0.41362,0.63736,0.33333,0.34550,0.38863,0.34930,0.42762,0.35560,0.57540,0.25641,0.28175,0.34746,0.28704,0.38554
intended,intended,svm,47,non-cauc,0.43566,0.65098,0.31068,0.41860,0.41228,0.32143,0.50000,0.37918,0.60584,0.24427,0.32609,0.36154,0.27835,0.45902
observed,intended,svm,48,male,0.30585,0.63361,0.27049,0.29771,0.20645,0.24674,0.18009,0.33002,0.61170,0.24088,0.35455,0.30769,0.14325,0.32203
observed,intended,svm,48,female,0.34553,0.65409,0.28293,0.26778,0.33816,0.21277,0.31746,0.35331,0.63804,0.31868,0.24427,0.42169,0.12334,0.37383
observed,intended,svm,48,cauc,0.33867,0.64570,0.24749,0.27011,0.33745,0.24205,0.28923,0.35318,0.63900,0.24832,0.27811,0.42708,0.14132,0.38525
observed,intended,svm,48,non-cauc,0.30654,0.63725,0.33333,0.31373,0.16807,0.21294,0.17391,0.31531,0.59091,0.31646,0.33333,0.25641,0.12201,0.27273
intended,intended,svm,48,male,0.41554,0.63896,0.32588,0.38484,0.32302,0.35461,0.46591,0.35698,0.58571,0.24757,0.34555,0.25000,0.30303,0.41000
intended,intended,svm,48,female,0.43890,0.70988,0.31429,0.32000,0.48136,0.31858,0.48930,0.38622,0.68047,0.26506,0.26347,0.41520,0.25352,0.43956
intended,intended,svm,48,cauc,0.42653,0.68154,0.30318,0.33971,0.40609,0.36676,0.46187,0.37239,0.65370,0.23938,0.29707,0.32389,0.30622,0.41406
intended,intended,svm,48,non-cauc,0.42975,0.64815,0.35870,0.39000,0.39583,0.27673,0.50909,0.36696,0.57377,0.29204,0.32773,0.33929,0.22449,0.44444
observed,intended,svm,49,male,0.27057,0.53416,0.25203,0.25424,0.20339,0.24134,0.13825,0.29600,0.48864,0.27679,0.27523,0.29032,0.13893,0.30612
observed,intended,svm,49,female,0.31414,0.65421,0.27358,0.20183,0.28108,0.19169,0.28244,0.32222,0.61765,0.26364,0.17742,0.40000,0.10830,0.36634
observed,intended,svm,49,cauc,0.30772,0.62791,0.26481,0.23529,0.26496,0.20567,0.24768,0.32477,0.57692,0.26573,0.21935,0.37805,0.11639,0.39216
observed,intended,svm,49,non-cauc,0.26756,0.52582,0.25731,0.21818,0.20312,0.24706,0.15385,0.28194,0.50000,0.27848,0.23077,0.28889,0.14351,0.25000
intended,intended,svm,49,male,0.40462,0.58333,0.38284,0.32099,0.33645,0.35088,0.45326,0.35054,0.51579,0.34320,0.26396,0.26214,0.28571,0.43243
intended,intended,svm,49,female,0.41023,0.64140,0.28169,0.27559,0.41993,0.36279,0.48000,0.34918,0.57292,0.21978,0.21875,0.36646,0.27273,0.44444
intended,intended,svm,49,cauc,0.41271,0.66228,0.33244,0.31635,0.38542,0.33438,0.44540,0.34956,0.58077,0.27074,0.24686,0.31897,0.25728,0.42276
intended,intended,svm,49,non-cauc,0.39676,0.51121,0.33645,0.27317,0.35780,0.39344,0.50847,0.34644,0.46721,0.29508,0.23729,0.28889,0.32143,0.46875
observed,intended,svm,5,male,0.29553,0.60221,0.25600,0.30400,0.17442,0.28505,0.15152,0.31624,0.57368,0.25806,0.29457,0.28302,0.16896,0.31915
observed,intended,svm,5,female,0.32979,0.62951,0.21359,0.30172,0.30769,0.27027,0.25592,0.33850,0.61935,0.22680,0.28689,0.45333,0.16043,0.28421
observed,intended,svm,5,cauc,0.31373,0.62531,0.23529,0.29102,0.27273,0.27054,0.18750,0.32488,0.60000,0.23448,0.28659,0.40449,0.15901,0.26471
observed,intended,svm,5,non-cauc,0.31805,0.59848,0.23952,0.32704,0.20155,0.29379,0.24793,0.33880,0.58519,0.26316,0.29885,0.33333,0.17727,0.37500
intended,intended,svm,5,male,0.41349,0.63351,0.35331,0.30488,0.35962,0.38585,0.44377,0.35831,0.57619,0.29319,0.24155,0.28788,0.34091,0.41011
intended,intended,svm,5,female,0.44921,0.67485,0.29008,0.35556,0.50000,0.42146,0.45333,0.39029,0.62500,0.24837,0.30000,0.44624,0.35256,0.36957
intended,intended,svm,5,cauc,0.42225,0.65589,0.33243,0.31579,0.42890,0.37766,0.42280,0.36357,0.59167,0.27354,0.26250,0.36220,0.31278,0.37872
intended,intended,svm,5,non-cauc,0.44928,0.64727,0.31132,0.35176,0.43636,0.44898,0.50000,0.39261,0.60959,0.27273,0.27559,0.36923,0.41905,0.40945
observed,intended,svm,50,male,0.30276,0.62570,0.24590,0.27615,0.21818,0.24228,0.20833,0.33062,0.60541,0.26316,0.28947,0.36735,0.14088,0.31746
observed,intended,svm,50,female,0.33497,0.59355,0.27053,0.27049,0.33628,0.29970,0.23923,0.33837,0.56790,0.23729,0.25000,0.50000,0.18431,0.29070
observed,intended,svm,50,cauc,0.32761,0.62621,0.26241,0.26625,0.29365,0.27447,0.24265,0.34167,0.59174,0.26241,0.25749,0.45122,0.16366,0.32353
observed,intended,svm,50,non-cauc,0.30610,0.58594,0.24852,0.28750,0.27338,0.25524,0.18605,0.32540,0.58140,0.23077,0.29114,0.44186,0.15193,0.25532
intended,intended,svm,50,male,0.39153,0.63333,0.32919,0.29940,0.31544,0.35986,0.41194,0.33703,0.60963,0.27604,0.23923,0.25824,0.30409,0.33495
intended,intended,svm,50,female,0.44449,0.66254,0.32331,0.37162,0.46497,0.38346,0.46104,0.39108,0.61143,0.24294,0.29891,0.44512,0.36429,0.38378
intended,intended,svm,50,cauc,0.42581,0.66509,0.33333,0.33491,0.38693,0.37158,0.46301,0.36645,0.61304,0.26337,0.26493,0.33772,0.33010,0.38956
intended,intended,svm,50,non-cauc,0.40296,0.61776,0.31373,0.33010,0.40187,0.37037,0.38393,0.35543,0.60606,0.25397,0.27200,0.36441,0.33333,0.30282
observed,intended,svm,51,male,0.29274,0.60366,0.20576,0.26829,0.25275,0.22112,0.20488,0.31585,0.57895,0.20661,0.27273,0.37705,0.12642,0.33333
observed,intended,svm,51,female,0.30937,0.56966,0.24528,0.25197,0.30043,0.25598,0.23293,0.31740,0.53801,0.26263,0.23022,0.44304,0.15167,0.27885
observed,intended,svm,51,cauc,0.30902,0.58881,0.21549,0.27647,0.31095,0.23471,0.22769,0.32292,0.55505,0.22069,0.25824,0.46316,0.13710,0.30328
observed,intended,svm,51,non-cauc,0.28426,0.58333,0.24051,0.22500,0.21212,0.24303,0.20155,0.29809,0.56452,0.25333,0.23077,0.31111,0.13991,0.28889
intended,intended,svm,51,male,0.39583,0.65181,0.27491,0.32836,0.35256,0.35294,0.41441,0.33462,0.57921,0.23669,0.26190,0.28796,0.28070,0.36126
intended,intended,svm,51,female,0.43204,0.66272,0.36789,0.33218,0.48780,0.35842,0.38323,0.37829,0.60215,0.29570,0.27586,0.45977,0.29762,0.33862
intended,intended,svm,51,cauc,0.41919,0.66819,0.29457,0.34053,0.45727,0.37097,0.38362,0.36091,0.59836,0.24255,0.27413,0.40408,0.30531,0.34100
intended,intended,svm,51,non-cauc,0.40456,0.63846,0.37438,0.30918,0.34783,0.32402,0.43350,0.34591,0.57639,0.31667,0.25600,0.30000,0.25664,0.36975
observed,intended,svm,52,male,0.29377,0.54802,0.30159,0.23894,0.20732,0.27163,0.19512,0.31990,0.51596,0.28358,0.27551,0.32692,0.16028,0.35714
observed,intended,svm,52,female,0.34967,0.65993,0.26168,0.27419,0.33503,0.27089,0.29630,0.34987,0.66667,0.25225,0.23611,0.44595,0.16179,0.33645
observed,intended,svm,52,cauc,0.33575,0.61538,0.28383,0.26250,0.31224,0.28599,0.25455,0.35301,0.61244,0.26543,0.25926,0.46250,0.17133,0.34711
observed,intended,svm,52,non-cauc,0.29785,0.57021,0.28221,0.24675,0.20968,0.24096,0.23729,0.30041,0.53175,0.27711,0.23750,0.28261,0.14019,0.33333
intended,intended,svm,52,male,0.40122,0.59669,0.34030,0.35099,0.29730,0.36879,0.45326,0.34751,0.55102,0.26267,0.30460,0.23913,0.33548,0.39216
intended,intended,svm,52,female,0.45079,0.68323,0.34875,0.29153,0.50000,0.43678,0.44444,0.38930,0.63953,0.27528,0.22513,0.42775,0.38514,0.38298
intended,intended,svm,52,cauc,0.43347,0.65179,0.31500,0.32918,0.41131,0.42744,0.46610,0.37855,0.60581,0.24324,0.27160,0.34483,0.38756,0.41825
intended,intended,svm,52,non-cauc,0.40667,0.61017,0.39815,0.30612,0.37438,0.34146,0.40976,0.34274,0.56693,0.31618,0.24590,0.30400,0.29787,0.32558
observed,intended,svm,53,male,0.27427,0.60109,0.23387,0.30000,0.12987,0.21770,0.16309,0.27897,0.57292,0.23200,0.31034,0.15873,0.12449,0.27536
observed,intended,svm,53,female,0.33983,0.62329,0.23415,0.32174,0.38532,0.20290,0.27160,0.33470,0.62759,0.23077,0.30081,0.43299,0.11602,0.30000
observed,intended,svm,53,cauc,0.31538,0.59512,0.23944,0.30960,0.30894,0.20816,0.23100,0.31822,0.58373,0.23944,0.29940,0.36893,0.11860,0.29921
observed,intended,svm,53,non-cauc,0.30093,0.63710,0.22485,0.31293,0.22222,0.21803,0.19048,0.29925,0.61719,0.21839,0.31944,0.24561,0.12560,0.26923
intended,intended,svm,53,male,0.39369,0.61662,0.32515,0.33333,0.29452,0.32639,0.46612,0.33491,0.57789,0.26108,0.28022,0.21393,0.25683,0.41951
intended,intended,svm,53,female,0.41441,0.65046,0.30108,0.32847,0.47134,0.31760,0.41751,0.34892,0.58791,0.23596,0.26946,0.38342,0.23871,0.37805
intended,intended,svm,53,cauc,0.40963,0.63801,0.33248,0.34359,0.39312,0.31461,0.43596,0.34532,0.58506,0.26104,0.28632,0.30303,0.23729,0.39918
intended,intended,svm,53,non-cauc,0.39692,0.62308,0.28037,0.30526,0.37186,0.33939,0.46154,0.33698,0.57857,0.22727,0.25217,0.28462,0.27451,0.40476
observed,intended,svm,54,male,0.30052,0.61064,0.26563,0.29310,0.22222,0.24344,0.16807,0.32982,0.60556,0.29060,0.27642,0.32143,0.14011,0.34483
observed,intended,svm,54,female,0.33538,0.65882,0.22120,0.26891,0.33684,0.25926,0.26724,0.32888,0.64740,0.21622,0.24060,0.40000,0.15273,0.31633
observed,intended,svm,54,cauc,0.31793,0.62727,0.22654,0.26462,0.30579,0.24701,0.23636,0.33085,0.62162,0.23973,0.23626,0.40217,0.14319,0.34211
observed,intended,svm,54,non-cauc,0.31812,0.64591,0.28049,0.31724,0.23636,0.25726,0.17143,0.32609,0.63359,0.28049,0.31081,0.29545,0.15049,0.28571
intended,intended,svm,54,male,0.39057,0.63043,0.32628,0.29814,0.32237,0.35556,0.41067,0.34271,0.60733,0.28125,0.22535,0.24747,0.30000,0.39487
intended,intended,svm,54,female,0.41742,0.66667,0.32624,0.32990,0.42553,0.31667,0.43949,0.35837,0.63102,0.26136,0.25806,0.34884,0.26761,0.38333
intended,intended,svm,54,cauc,0.40980,0.64912,0.31981,0.30583,0.39604,0.34985,0.43818,0.35628,0.62185,0.26172,0.23420,0.31496,0.29268,0.41224
intended,intended,svm,54,non-cauc,0.39000,0.64662,0.34021,0.32836,0.31868,0.31138,0.39474,0.33783,0.61429,0.29464,0.25385,0.25000,0.26804,0.34615
observed,intended,svm,55,male,0.31816,0.62890,0.33716,0.26667,0.21519,0.20531,0.25571,0.34018,0.62360,0.34921,0.29907,0.25758,0.11724,0.39437
observed,intended,svm,55,female,0.32952,0.59184,0.22886,0.23923,0.34872,0.27939,0.28906,0.33141,0.59589,0.23958,0.19231,0.46575,0.16750,0.32743
observed,intended,svm,55,cauc,0.34138,0.63721,0.32215,0.26875,0.30645,0.24283,0.27089,0.34872,0.63426,0.33566,0.26220,0.38000,0.14206,0.33813
observed,intended,svm,55,non-cauc,0.29558,0.56221,0.23171,0.21705,0.24762,0.23366,0.28125,0.31106,0.56481,0.24051,0.19178,0.33333,0.13594,0.40000
intended,intended,svm,55,male,0.40478,0.67553,0.32808,0.33742,0.28667,0.36029,0.44068,0.34631,0.63184,0.28571,0.28497,0.20673,0.28994,0.37864
intended,intended,svm,55,female,0.43043,0.64052,0.33670,0.26667,0.46557,0.41155,0.46154,0.37081,0.62025,0.26042,0.19318,0.38798,0.36306,0.40000
intended,intended,svm,55,cauc,0.43239,0.67982,0.35922,0.31373,0.38443,0.39467,0.46250,0.37045,0.64050,0.28794,0.25397,0.30038,0.33184,0.40809
intended,intended,svm,55,non-cauc,0.38981,0.61947,0.27723,0.28902,0.36082,0.36782,0.42453,0.33071,0.59829,0.23932,0.21368,0.27344,0.31068,0.34884
observed,intended,svm,56,male,0.29621,0.60177,0.25941,0.24603,0.24691,0.22509,0.19802,0.31362,0.56044,0.25000,0.27434,0.33333,0.13026,0.33333
observed,intended,svm,56,female,0.32354,0.64808,0.23077,0.27234,0.32673,0.25578,0.20755,0.31770,0.63699,0.25000,0.24427,0.41250,0.15091,0.21154
observed,intended,svm,56,cauc,0.31577,0.61929,0.25503,0.24784,0.31535,0.24087,0.21622,0.31912,0.61307,0.26207,0.25000,0.39175,0.13975,0.25806
observed,intended,svm,56,non-cauc,0.29829,0.62931,0.22819,0.28571,0.24390,0.23313,0.16949,0.30114,0.56589,0.22667,0.27778,0.34884,0.13768,0.25000
intended,intended,svm,56,male,0.39944,0.63401,0.33438,0.30145,0.32776,0.36630,0.43275,0.33849,0.57895,0.26238,0.25243,0.24873,0.31847,0.37000
intended,intended,svm,56,female,0.43105,0.69620,0.36111,0.34507,0.40830,0.38431,0.39130,0.36418,0.62857,0.29545,0.27222,0.35329,0.31410,0.32143
intended,intended,svm,56,cauc,0.41416,0.66351,0.35556,0.32727,0.35556,0.39548,0.38756,0.35106,0.61674,0.28571,0.27170,0.27586,0.32710,0.32927
intended,intended,svm,56,non-cauc,0.41626,0.66390,0.33000,0.30688,0.39344,0.33333,0.47000,0.35150,0.57971,0.26190,0.23967,0.34951,0.29293,0.38525
observed,intended,svm,57,male,0.29178,0.60819,0.28794,0.26667,0.21505,0.17929,0.19355,0.33603,0.60465,0.30328,0.28829,0.37037,0.09958,0.35000
observed,intended,svm,57,female,0.31586,0.60256,0.23958,0.25397,0.31884,0.23565,0.24454,0.32428,0.57669,0.23232,0.21622,0.49254,0.13929,0.28866
observed,intended,svm,57,cauc,0.31275,0.61298,0.27815,0.27463,0.29771,0.19920,0.21384,0.34470,0.61712,0.28571,0.26744,0.49367,0.11366,0.29060
observed,intended,svm,57,non-cauc,0.28818,0.58937,0.24490,0.22930,0.21374,0.21739,0.23438,0.30378,0.53982,0.24324,0.20690,0.33333,0.12438,0.37500
intended,intended,svm,57,male,0.40526,0.62259,0.33537,0.35608,0.34810,0.31746,0.45198,0.34919,0.58549,0.28497,0.28846,0.29891,0.23121,0.40609
intended,intended,svm,57,female,0.42578,0.68323,0.28364,0.35616,0.44737,0.36290,0.42138,0.36830,0.63584,0.21429,0.27660,0.41463,0.30822,0.36022
intended,intended,svm,57,cauc,0.42283,0.66667,0.32367,0.37383,0.41905,0.33431,0.41943,0.36809,0.63821,0.25869,0.30189,0.37131,0.26147,0.37698
intended,intended,svm,57,non-cauc,0.39967,0.61682,0.28571,0.31841,0.35000,0.35220,0.47489,0.33609,0.55000,0.23276,0.24427,0.31532,0.27723,0.39695
observed,intended,svm,58,male,0.29579,0.59610,0.30534,0.29060,0.16993,0.26047,0.15228,0.31087,0.60795,0.31746,0.28814,0.23636,0.15217,0.26316
observed,intended,svm,58,female,0.33318,0.65806,0.21053,0.23967,0.34579,0.25181,0.29323,0.33363,0.64968,0.23301,0.19728,0.39785,0.14897,0.37500
observed,intended,svm,58,cauc,0.31369,0.63830,0.23794,0.20886,0.28000,0.26095,0.25610,0.32157,0.62212,0.25694,0.18644,0.35354,0.15445,0.35593
observed,intended,svm,58,non-cauc,0.32667,0.60163,0.30168,0.37500,0.25641,0.24750,0.17778,0.33748,0.63793,0.31765,0.34091,0.30612,0.14319,0.27907
intended,intended,svm,58,male,0.40856,0.63852,0.37309,0.30952,0.29153,0.36879,0.46988,0.35445,0.61735,0.31937,0.23636,0.21827,0.32911,0.40625
intended,intended,svm,58,female,0.43664,0.66875,0.31847,0.33103,0.44089,0.39080,0.46991,0.38008,0.64072,0.26455,0.24615,0.35938,0.33117,0.43850
intended,intended,svm,58,cauc,0.42130,0.66216,0.34123,0.28362,0.38821,0.37922,0.47335,0.36347,0.61765,0.28235,0.21481,0.30859,0.32883,0.42857
intended,intended,svm,58,non-cauc,0.42482,0.63529,0.35616,0.38710,0.32836,0.37975,0.46226,0.37324,0.64800,0.31200,0.28966,0.24812,0.33333,0.40833
observed,intended,svm,59,male,0.28730,0.59302,0.25806,0.25108,0.18065,0.28062,0.16038,0.28812,0.54255,0.24427,0.25893,0.25455,0.16690,0.26154
observed,intended,svm,59,female,0.31681,0.55518,0.23415,0.28194,0.31897,0.25373,0.25688,0.31390,0.56081,0.24742,0.23188,0.39785,0.15071,0.29474
observed,intended,svm,59,cauc,0.31007,0.58216,0.23529,0.25490,0.29434,0.28382,0.20988,0.30850,0.55357,0.23448,0.23214,0.37143,0.17123,0.28814
observed,intended,svm,59,non-cauc,0.29295,0.56221,0.26829,0.28947,0.19672,0.23348,0.20755,0.29219,0.54464,0.26506,0.26829,0.27907,0.13418,0.26190
intended,intended,svm,59,male,0.41389,0.60894,0.34810,0.34177,0.29831,0.42282,0.46341,0.35330,0.53960,0.27638,0.27411,0.22564,0.38415,0.41989
intended,intended,svm,59,female,0.41471,0.63354,0.32714,0.31429,0.46914,0.29434,0.44983,0.35797,0.59649,0.27329,0.23037,0.41081,0.24528,0.39157
intended,intended,svm,59,cauc,0.42179,0.61991,0.33588,0.32419,0.40559,0.38049,0.46469,0.36414,0.57083,0.26506,0.24715,0.32342,0.34061,0.43777
intended,intended,svm,59,non-cauc,0.40056,0.62185,0.34375,0.33846,0.34737,0.31373,0.43820,0.33540,0.55639,0.29730,0.26400,0.29730,0.25532,0.34211
observed,intended,svm,6,male,0.28277,0.62840,0.19091,0.27200,0.16352,0.22749,0.21429,0.31198,0.64198,0.18919,0.28099,0.24074,0.13008,0.38889
observed,intended,svm,6,female,0.33460,0.64286,0.22222,0.30769,0.35556,0.25406,0.22523,0.33907,0.62264,0.23232,0.28358,0.48485,0.15061,0.26042
observed,intended,svm,6,cauc,0.31111,0.63789,0.20619,0.30114,0.28571,0.23643,0.19931,0.32399,0.62150,0.21429,0.29775,0.40244,0.13692,0.27103
observed,intended,svm,6,non-cauc,0.30565,0.63063,0.20588,0.26207,0.22222,0.24540,0.26772,0.32594,0.65421,0.20000,0.24675,0.31579,0.14354,0.39535
intended,intended,svm,6,male,0.40322,0.64266,0.30405,0.35976,0.29932,0.38062,0.43293,0.34273,0.60417,0.24064,0.29648,0.23280,0.30055,0.38172
intended,intended,svm,6,female,0.42118,0.68712,0.35135,0.33003,0.41085,0.33077,0.41694,0.36223,0.63277,0.27660,0.26316,0.36806,0.27922,0.35359
intended,intended,svm,6,cauc,0.41023,0.66958,0.33416,0.34033,0.34225,0.36220,0.41284,0.34762,0.60236,0.26800,0.28627,0.28444,0.28750,0.35714
intended,intended,svm,6,non-cauc,0.41517,0.65217,0.31414,0.35644,0.37079,0.34524,0.45226,0.35944,0.65217,0.24000,0.26866,0.30556,0.29897,0.39130
observed,intended,svm,60,male,0.29922,0.65963,0.22041,0.24812,0.23256,0.24105,0.19355,0.32144,0.64433,0.21600,0.27966,0.33898,0.13931,0.31034
